complaint_id,crime_type,city,state,latitude,longitude,amount,complaint_hour,day_of_week,complaint_date,withdrawal_location,withdrawal_city,withdrawal_lat,withdrawal_lon,withdrawal_hour,distance_km,withdrawal_occurred
NCR-191459-635,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.63,ATM - Punjab National Bank,Delhi,0
NCR-191503-445,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.4,ATM - ICICI,Delhi,0
NCR-191508-976,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.16,ATM - SBI,Delhi,0
NCR-191513-235,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.69,ATM - ICICI,Delhi,0
NCR-191517-202,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.59,ATM - ICICI,Delhi,0
NCR-191524-994,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.26,ATM - HDFC,Delhi,0
NCR-191529-870,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.44,ATM - HDFC,Delhi,0
NCR-191535-976,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.55,ATM - Punjab National Bank,Delhi,0
NCR-191542-792,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.39,ATM - HDFC,Delhi,0
NCR-191549-687,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.27,ATM - Punjab National Bank,Delhi,0
NCR-191555-310,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.23,ATM - Punjab National Bank,Delhi,0
NCR-191601-269,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.76,ATM - Axis Bank,Delhi,0
NCR-191605-228,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.63,ATM - SBI,Delhi,0
NCR-191610-274,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.7,ATM - Axis Bank,Delhi,0
NCR-191613-239,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.72,ATM - Punjab National Bank,Delhi,0
NCR-191620-815,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.66,ATM - HDFC,Delhi,0
NCR-191625-863,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.93,ATM - HDFC,Delhi,0
NCR-191632-492,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.39,ATM - Axis Bank,Delhi,0
NCR-191636-794,Investment Scam,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.68,ATM - SBI,Delhi,0
NCR-191640-638,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.99,ATM - SBI,Delhi,0
NCR-191647-865,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.38,ATM - ICICI,Delhi,0
NCR-191652-720,Investment Scam,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.48,ATM - ICICI,Delhi,0
NCR-191658-705,Card Cloning,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.84,ATM - SBI,Delhi,0
NCR-191704-243,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.14,ATM - Axis Bank,Delhi,0
NCR-191708-807,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.62,ATM - Punjab National Bank,Delhi,0
NCR-191714-865,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.99,ATM - HDFC,Delhi,0
NCR-191721-101,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.19,ATM - Axis Bank,Delhi,0
NCR-191725-469,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.89,ATM - Axis Bank,Delhi,0
NCR-191730-539,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.56,ATM - Punjab National Bank,Delhi,0
NCR-191736-787,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.91,ATM - SBI,Delhi,0
NCR-191740-928,Investment Scam,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.81,ATM - SBI,Delhi,0
NCR-191744-313,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.92,ATM - SBI,Delhi,0
NCR-191750-160,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.84,ATM - Axis Bank,Delhi,0
NCR-191756-145,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.55,ATM - Axis Bank,Delhi,0
NCR-191802-463,SIM Swap,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.73,ATM - ICICI,Delhi,0
NCR-191806-541,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.83,ATM - HDFC,Delhi,0
NCR-191812-951,Investment Scam,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.74,ATM - Axis Bank,Delhi,0
NCR-191817-435,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.41,ATM - HDFC,Delhi,0
NCR-191823-211,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.68,ATM - SBI,Delhi,0
NCR-191830-388,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.01,ATM - Punjab National Bank,Delhi,0
NCR-191836-207,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.24,ATM - SBI,Delhi,0
NCR-191841-946,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.91,ATM - HDFC,Delhi,0
NCR-191845-581,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.06,ATM - Punjab National Bank,Delhi,0
NCR-191851-932,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.91,ATM - Punjab National Bank,Delhi,0
NCR-191857-439,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.15,ATM - HDFC,Delhi,0
NCR-191903-841,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.9,ATM - SBI,Delhi,0
NCR-191908-395,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.08,ATM - HDFC,Delhi,0
NCR-191912-688,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.14,ATM - HDFC,Delhi,0
NCR-191917-662,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.06,ATM - ICICI,Delhi,0
NCR-191923-256,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.26,ATM - SBI,Delhi,0
NCR-191927-177,Investment Scam,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.51,ATM - SBI,Delhi,0
NCR-191931-200,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.65,ATM - Axis Bank,Delhi,0
NCR-191938-293,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.54,ATM - Punjab National Bank,Delhi,0
NCR-191942-544,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.08,ATM - SBI,Delhi,0
NCR-191946-547,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.4,ATM - Punjab National Bank,Delhi,0
NCR-191950-685,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.19,ATM - SBI,Delhi,0
NCR-191955-191,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.96,ATM - Axis Bank,Delhi,0
NCR-192002-500,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.63,ATM - HDFC,Delhi,0
NCR-192007-368,Impersonation,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.27,ATM - Punjab National Bank,Delhi,0
NCR-192014-184,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.5,ATM - SBI,Delhi,0
NCR-192021-657,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.45,ATM - SBI,Delhi,0
NCR-192025-519,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.1,ATM - HDFC,Delhi,0
NCR-192029-613,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.46,ATM - SBI,Delhi,0
NCR-192035-936,Investment Scam,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.74,ATM - SBI,Delhi,0
NCR-192039-587,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.8,ATM - ICICI,Delhi,0
NCR-192043-303,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.8,ATM - ICICI,Delhi,0
NCR-192049-190,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.95,ATM - HDFC,Delhi,0
NCR-192054-652,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.34,ATM - SBI,Delhi,0
NCR-192059-912,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.25,ATM - ICICI,Delhi,0
NCR-192103-484,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.78,ATM - ICICI,Delhi,0
NCR-192108-192,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.58,ATM - ICICI,Delhi,0
NCR-192114-846,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.05,ATM - HDFC,Delhi,0
NCR-192119-967,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.95,ATM - ICICI,Delhi,0
NCR-192123-449,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.68,ATM - ICICI,Delhi,0
NCR-192128-494,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.62,ATM - HDFC,Delhi,0
NCR-192135-780,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.69,ATM - SBI,Delhi,0
NCR-192139-558,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.12,ATM - ICICI,Delhi,0
NCR-192144-551,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.47,ATM - SBI,Delhi,0
NCR-192148-815,Impersonation,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.11,ATM - Punjab National Bank,Delhi,0
NCR-192154-156,Impersonation,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.35,ATM - Axis Bank,Delhi,0
NCR-192200-591,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.85,ATM - ICICI,Delhi,0
NCR-192203-582,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.11,ATM - Axis Bank,Delhi,0
NCR-192207-548,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.0,ATM - SBI,Delhi,0
NCR-192213-608,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.06,ATM - SBI,Delhi,0
NCR-192219-497,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.05,ATM - Axis Bank,Delhi,0
NCR-192225-962,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.77,ATM - Axis Bank,Delhi,0
NCR-192229-864,Investment Scam,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.0,ATM - SBI,Delhi,0
NCR-192235-413,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.79,ATM - Axis Bank,Delhi,0
NCR-192241-924,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.33,ATM - Axis Bank,Delhi,0
NCR-192245-953,Investment Scam,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.73,ATM - ICICI,Delhi,0
NCR-192250-676,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.84,ATM - Punjab National Bank,Delhi,0
NCR-192255-211,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.29,ATM - SBI,Delhi,0
NCR-192259-577,Impersonation,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.16,ATM - ICICI,Delhi,0
NCR-192304-770,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.86,ATM - SBI,Delhi,0
NCR-192309-547,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.52,ATM - ICICI,Delhi,0
NCR-192313-468,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.4,ATM - SBI,Delhi,0
NCR-192319-917,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.02,ATM - SBI,Delhi,0
NCR-192322-220,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.75,ATM - Axis Bank,Delhi,0
NCR-192329-457,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.5,ATM - Punjab National Bank,Delhi,0
NCR-192334-272,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.57,ATM - Axis Bank,Delhi,0
NCR-192341-186,Impersonation,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.98,ATM - ICICI,Delhi,0
NCR-192346-672,UPI Phishing,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.4,ATM - SBI,Delhi,0
NCR-192351-874,Impersonation,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.75,ATM - Axis Bank,Delhi,0
NCR-192356-749,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.5,ATM - Punjab National Bank,Delhi,0
NCR-192400-897,Impersonation,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.21,ATM - SBI,Delhi,0
NCR-192405-764,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.58,ATM - SBI,Delhi,0
NCR-192411-122,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.7,ATM - ICICI,Delhi,0
NCR-192414-864,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.49,ATM - Axis Bank,Delhi,0
NCR-192418-861,Impersonation,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.85,ATM - Punjab National Bank,Delhi,0
NCR-192422-656,Investment Scam,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.28,ATM - SBI,Delhi,0
NCR-192428-168,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.07,ATM - Axis Bank,Delhi,0
NCR-192435-138,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.85,ATM - HDFC,Delhi,0
NCR-192440-411,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.07,ATM - ICICI,Delhi,0
NCR-192446-300,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.67,ATM - ICICI,Delhi,0
NCR-192451-109,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.57,ATM - ICICI,Delhi,0
NCR-192456-690,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.13,ATM - SBI,Delhi,0
NCR-192500-777,Card Cloning,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.78,ATM - ICICI,Delhi,0
NCR-192506-503,Impersonation,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.35,ATM - ICICI,Delhi,0
NCR-192511-945,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.35,ATM - Punjab National Bank,Delhi,0
NCR-192516-626,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.07,ATM - ICICI,Delhi,0
NCR-192522-142,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.69,ATM - Axis Bank,Delhi,0
NCR-192526-294,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.68,ATM - ICICI,Delhi,0
NCR-192530-724,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.48,ATM - Axis Bank,Delhi,0
NCR-192534-551,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.88,ATM - HDFC,Delhi,0
NCR-192539-350,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.62,ATM - SBI,Delhi,0
NCR-192545-572,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.2,ATM - Axis Bank,Delhi,0
NCR-192552-579,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.88,ATM - HDFC,Delhi,0
NCR-192556-455,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.35,ATM - Axis Bank,Delhi,0
NCR-192601-516,UPI Phishing,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.59,ATM - SBI,Delhi,0
NCR-192605-388,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.52,ATM - Punjab National Bank,Delhi,0
NCR-192611-505,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.55,ATM - Punjab National Bank,Delhi,0
NCR-192614-115,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.2,ATM - ICICI,Delhi,0
NCR-192620-620,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.24,ATM - ICICI,Delhi,0
NCR-192625-900,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.82,ATM - Axis Bank,Delhi,0
NCR-192629-719,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.4,ATM - ICICI,Delhi,0
NCR-192635-941,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.57,ATM - ICICI,Delhi,0
NCR-192638-887,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.9,ATM - HDFC,Delhi,0
NCR-192645-146,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.19,ATM - HDFC,Delhi,0
NCR-192651-716,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.29,ATM - SBI,Delhi,0
NCR-192657-591,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.61,ATM - Axis Bank,Delhi,0
NCR-192703-311,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.71,ATM - Punjab National Bank,Delhi,0
NCR-192710-100,Investment Scam,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.02,ATM - SBI,Delhi,0
NCR-192717-818,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.45,ATM - SBI,Delhi,0
NCR-192721-267,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.13,ATM - Axis Bank,Delhi,0
NCR-192727-999,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.27,ATM - SBI,Delhi,0
NCR-192734-518,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.68,ATM - ICICI,Delhi,0
NCR-192740-643,Impersonation,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.56,ATM - HDFC,Delhi,0
NCR-192746-828,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.43,ATM - Punjab National Bank,Delhi,0
NCR-192749-724,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.2,ATM - Punjab National Bank,Delhi,0
NCR-192755-293,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.91,ATM - Punjab National Bank,Delhi,0
NCR-192801-159,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.9,ATM - Punjab National Bank,Delhi,0
NCR-192806-804,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.32,ATM - SBI,Delhi,0
NCR-192812-453,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.62,ATM - Punjab National Bank,Delhi,0
NCR-192817-214,Card Cloning,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.17,ATM - HDFC,Delhi,0
NCR-192821-116,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.38,ATM - Punjab National Bank,Delhi,0
NCR-192826-905,SIM Swap,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.62,ATM - Punjab National Bank,Delhi,0
NCR-192830-110,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.28,ATM - ICICI,Delhi,0
NCR-192835-537,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.34,ATM - HDFC,Delhi,0
NCR-192839-607,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.6,ATM - ICICI,Delhi,0
NCR-192846-997,UPI Phishing,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.28,ATM - Punjab National Bank,Delhi,0
NCR-192852-477,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.45,ATM - HDFC,Delhi,0
NCR-192858-275,Investment Scam,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.43,ATM - SBI,Delhi,0
NCR-192902-338,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.78,ATM - HDFC,Delhi,0
NCR-192907-863,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.38,ATM - ICICI,Delhi,0
NCR-192913-250,Card Cloning,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.36,ATM - SBI,Delhi,0
NCR-192919-925,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.17,ATM - HDFC,Delhi,0
NCR-192923-492,UPI Phishing,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.02,ATM - Axis Bank,Delhi,0
NCR-192930-921,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.76,ATM - SBI,Delhi,0
NCR-192936-533,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.46,ATM - ICICI,Delhi,0
NCR-192943-684,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.66,ATM - SBI,Delhi,0
NCR-192947-520,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.95,ATM - ICICI,Delhi,0
NCR-192954-496,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.78,ATM - ICICI,Delhi,0
NCR-193000-780,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.25,ATM - HDFC,Delhi,0
NCR-193004-216,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.21,ATM - SBI,Delhi,0
NCR-193007-692,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.92,ATM - HDFC,Delhi,0
NCR-193013-606,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.67,ATM - Punjab National Bank,Delhi,0
NCR-193017-309,Impersonation,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.42,ATM - SBI,Delhi,0
NCR-193024-624,Investment Scam,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.38,ATM - Axis Bank,Delhi,0
NCR-193030-367,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.67,ATM - Punjab National Bank,Delhi,0
NCR-193036-663,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.01,ATM - Punjab National Bank,Delhi,0
NCR-193041-660,Investment Scam,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.32,ATM - ICICI,Delhi,0
NCR-193047-918,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.32,ATM - ICICI,Delhi,0
NCR-193053-115,Investment Scam,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.38,ATM - SBI,Delhi,0
NCR-193059-103,Investment Scam,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.19,ATM - HDFC,Delhi,0
NCR-193105-179,Investment Scam,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.84,ATM - SBI,Delhi,0
NCR-193111-809,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.99,ATM - HDFC,Delhi,0
NCR-193116-299,UPI Phishing,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.62,ATM - Punjab National Bank,Delhi,0
NCR-193120-284,Card Cloning,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.55,ATM - HDFC,Delhi,0
NCR-193124-899,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.07,ATM - Axis Bank,Delhi,0
NCR-193130-443,Card Cloning,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.82,ATM - SBI,Delhi,0
NCR-193134-356,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.59,ATM - Punjab National Bank,Delhi,0
NCR-193139-404,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.68,ATM - Punjab National Bank,Delhi,0
NCR-193145-132,Investment Scam,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.05,ATM - Punjab National Bank,Delhi,0
NCR-193150-294,Impersonation,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,5.27,ATM - Axis Bank,Delhi,0
NCR-193157-371,Card Cloning,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.01,ATM - ICICI,Delhi,0
NCR-193201-955,SIM Swap,48000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.25,ATM - ICICI,Delhi,0
NCR-193204-218,Impersonation,140000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.3,ATM - ICICI,Delhi,0
NCR-193210-541,Impersonation,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,1.81,ATM - ICICI,Delhi,0
NCR-193215-584,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.69,ATM - Punjab National Bank,Delhi,0
NCR-193220-998,SIM Swap,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,4.04,ATM - ICICI,Delhi,0
NCR-193226-815,UPI Phishing,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.68,ATM - Axis Bank,Delhi,0
NCR-193230-533,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.23,ATM - SBI,Delhi,0
NCR-193237-277,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.68,ATM - SBI,Delhi,0
NCR-193241-485,UPI Phishing,25000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.65,ATM - Punjab National Bank,Delhi,0
NCR-193246-564,Card Cloning,260000.0,Delhi,Delhi NCR,2026-09-11,19,20,2.39,ATM - HDFC,Delhi,0
NCR-193250-904,Investment Scam,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.37,ATM - HDFC,Delhi,0
NCR-193255-638,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,3.37,ATM - Axis Bank,Delhi,0
NCR-193259-308,UPI Phishing,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,7.98,ATM - SBI,Delhi,0
NCR-193303-304,SIM Swap,12000.0,Delhi,Delhi NCR,2026-09-11,19,20,6.68,ATM - ICICI,Delhi,0
NCR-193306-703,SIM Swap,95000.0,Delhi,Delhi NCR,2026-09-11,19,20,8.29,ATM - Punjab National Bank,Delhi,0
